train/loss,train/epoch,train/grad_norm,train/global_step,train/learning_rate,_step,_runtime,_timestamp
0.2185,0.12691218130311616,0.36676210165023804,56,0.0001899497487437186,55,545.722919032,1773668692.055247
0.211,0.13371104815864024,0.25382038950920105,59,0.00018934673366834172,58,577.13600489,1773668723.4685047
0.2272,0.13824362606232293,0.30123960971832275,61,0.00018894472361809047,60,595.6768973,1773668742.0093744
0.1545,0.1405099150141643,0.2739749848842621,62,0.00018874371859296481,61,604.412162682,1773668750.744639
0.1929,0.14730878186968838,0.21660013496875763,65,0.00018814070351758793,64,636.273534956,1773668782.606015
0.1853,0.1518413597733711,0.20469580590724945,67,0.0001877386934673367,66,655.551097651,1773668801.8835473
0.1827,0.15410764872521246,0.24054747819900513,68,0.00018753768844221108,67,665.418294256,1773668811.750583
0.2059,0.15864022662889518,0.2792122960090637,70,0.0001871356783919598,69,683.125009447,1773668829.457497
0.2187,0.16770538243626062,0.2937578558921814,74,0.0001863316582914573,73,721.123863402,1773668867.4563005
0.2624,0.16997167138810199,0.2605651319026947,75,0.0001861306532663317,74,731.943142512,1773668878.2754266
0.2008,0.1745042492917847,0.48533982038497925,77,0.0001857286432160804,76,750.838889425,1773668897.1712658
0.2189,0.17677053824362607,0.2607486844062805,78,0.00018552763819095478,77,760.630307478,1773668906.9626248
0.1084,0.17903682719546743,0.232254758477211,79,0.00018532663316582915,78,769.328893129,1773668915.6613667
0.1781,0.1858356940509915,0.2495325654745102,82,0.00018472361809045227,81,795.318289854,1773668941.6507072
0.1856,0.19036827195467423,0.256327360868454,84,0.00018432160804020102,83,813.320873177,1773668959.6531644
0.1362,0.19263456090651557,0.24079002439975739,85,0.0001841206030150754,84,823.14991483,1773668969.482414
0.2019,0.19490084985835693,0.3197171986103058,86,0.00018391959798994977,85,831.403409943,1773668977.7356815
0.2324,0.1971671388101983,0.29309967160224915,87,0.0001837185929648241,86,840.356373115,1773668986.6887124
0.1838,0.201699716713881,0.2958030104637146,89,0.00018331658291457288,88,858.904424289,1773669005.2366712
0.1661,0.20396600566572237,0.2722366452217102,90,0.00018311557788944723,89,867.917793755,1773669014.2501678
0.1656,0.20623229461756373,0.247992143034935,91,0.0001829145728643216,90,877.373079373,1773669023.7054741
0.1518,0.2084985835694051,0.28348350524902344,92,0.000182713567839196,91,885.619789643,1773669031.9522836
0.179,0.21529745042492918,0.22668267786502838,95,0.0001821105527638191,94,912.91719225,1773669059.249701
0.1967,0.21756373937677054,0.30125439167022705,96,0.0001819095477386935,95,922.556250369,1773669068.8887377
0.2208,0.22662889518413598,0.3057807981967926,100,0.00018110552763819096,99,960.492968992,1773669106.8252885
0.1428,0.23342776203966006,0.23376215994358063,103,0.00018050251256281408,102,991.980115783,1773669138.3125033
0.2064,0.23796033994334279,0.3200039267539978,105,0.00018010050251256282,104,1013.369188943,1773669159.7016912
0.185,0.2424929178470255,0.2740740478038788,107,0.00017969849246231157,106,1034.186087723,1773669180.518581
0.206,0.2470254957507082,0.28508076071739197,109,0.00017929648241206032,108,1053.762538867,1773669200.09502
0.1623,0.24929178470254956,0.20214363932609558,110,0.0001790954773869347,109,1063.714663432,1773669210.047161
0.1599,0.25609065155807365,0.26813966035842896,113,0.0001784924623115578,112,1091.944974212,1773669238.2774603
0.1787,0.2696883852691218,0.20584321022033691,119,0.00017728643216080402,118,1155.41015544,1773669301.7426734
0.2124,0.2719546742209632,0.2277260422706604,120,0.0001770854271356784,119,1166.01168164,1773669312.3439703
0.1259,0.27422096317280453,0.19219057261943817,121,0.0001768844221105528,120,1175.210627362,1773669321.5429206
0.1576,0.27875354107648725,0.19628538191318512,123,0.0001764824120603015,122,1195.029013352,1773669341.361335
0.1324,0.28328611898017,0.19018328189849854,125,0.00017608040201005026,124,1214.525813322,1773669360.8583121
0.1778,0.29008498583569403,0.21287153661251068,128,0.00017547738693467338,127,1245.548699851,1773669391.8812034
0.1377,0.3036827195467422,0.22250141203403473,134,0.00017427135678391961,133,1299.225965373,1773669445.5584466
0.1577,0.3104815864022663,0.2887575626373291,137,0.0001736683417085427,136,1328.697221332,1773669475.0295677
0.1111,0.31274787535410764,0.16061337292194366,138,0.0001734673366834171,137,1339.884378332,1773669486.2167602
0.0986,0.31954674220963175,0.1629870980978012,141,0.0001728643216080402,140,1372.621923109,1773669518.9542038
0.2373,0.3240793201133145,0.249986469745636,143,0.00017246231155778897,142,1393.655574895,1773669539.988062
0.1985,0.3263456090651558,0.2838101089000702,144,0.00017226130653266332,143,1403.873398014,1773669550.205732
0.1657,0.33087818696883853,0.23209111392498016,146,0.00017185929648241206,145,1422.20290014,1773669568.5352557
0.1744,0.33541076487252125,0.2253979742527008,148,0.0001714572864321608,147,1441.444956077,1773669587.777436
0.1866,0.33994334277620397,0.2400730848312378,150,0.00017105527638190955,149,1461.999502624,1773669608.3318803
0.1954,0.3422096317280453,0.21729791164398193,151,0.00017085427135678393,150,1472.609546407,1773669618.9420621
0.129,0.3490084985835694,0.1708749681711197,154,0.00017025125628140705,153,1502.805901135,1773669649.1381266
0.1327,0.35354107648725214,0.18894346058368683,156,0.0001698492462311558,155,1524.709108661,1773669671.0416088
0.1389,0.35807365439093486,0.1921539157629013,158,0.0001694472361809045,157,1542.032609794,1773669688.3650773
0.1673,0.3626062322946176,0.2077939212322235,160,0.00016904522613065328,159,1561.338681822,1773669707.6710548
0.2281,0.3671388101983003,0.29778340458869934,162,0.000168643216080402,161,1582.623179022,1773669728.9554787
0.2295,0.36940509915014164,0.3205084204673767,163,0.0001684422110552764,162,1591.839601489,1773669738.1721027
0.176,0.3784702549575071,0.24427556991577148,167,0.0001676381909547739,166,1629.077903183,1773669775.4103768
0.1185,0.38073654390934847,0.24316857755184174,168,0.00016743718592964827,167,1638.160675815,1773669784.4930503
0.1423,0.38526912181303113,0.2414955496788025,170,0.00016703517587939699,169,1655.888040538,1773669802.2205215
0.194,0.3875354107648725,0.235503688454628,171,0.00016683417085427136,170,1667.750467387,1773669814.0828497
0.1191,0.39206798866855525,0.2299250066280365,173,0.0001664321608040201,172,1686.815447916,1773669833.1477356
0.1965,0.39660056657223797,0.27170202136039734,175,0.00016603015075376885,174,1706.414391459,1773669852.746773
0.1473,0.4011331444759207,0.24453745782375336,177,0.0001656281407035176,176,1725.836828358,1773669872.1692986
0.1482,0.403399433427762,0.21791581809520721,178,0.00016542713567839197,177,1735.38127323,1773669881.7136624
0.1096,0.41019830028328613,0.19946017861366272,181,0.0001648241206030151,180,1764.391290651,1773669910.723789
0.1285,0.41473087818696885,0.20811226963996887,183,0.0001644221105527638,182,1782.796261882,1773669929.1285944
0.1222,0.4215297450424929,0.19503174722194672,186,0.00016381909547738695,185,1812.874489866,1773669959.206887
0.1262,0.428328611898017,0.2073013335466385,189,0.00016321608040201007,188,1842.877402136,1773669989.20991
0.1471,0.43286118980169974,0.23606012761592865,191,0.0001628140703517588,190,1863.152173401,1773670009.484558
0.1591,0.4396600566572238,0.22975526750087738,194,0.0001622110552763819,193,1891.218713759,1773670037.5511978
0.1409,0.44192634560906513,0.23196884989738464,195,0.00016201005025125628,194,1899.90490131,1773670046.2370677
0.0882,0.4441926345609065,0.19632472097873688,196,0.00016180904522613066,195,1908.717723268,1773670055.050201
0.1191,0.4509915014164306,0.20952095091342926,199,0.00016120603015075378,198,1938.382523528,1773670084.7149265
0.1738,0.4577903682719547,0.21463528275489807,202,0.0001606030150753769,201,1971.633592982,1773670117.9659991
0.1712,0.460056657223796,0.22238686680793762,203,0.00016040201005025127,202,1980.934842305,1773670127.2671626
0.2071,0.4623229461756374,0.23404043912887573,204,0.00016020100502512564,203,1990.026912547,1773670136.3594003
0.1237,0.46912181303116146,0.22887881100177765,207,0.00015959798994974876,206,2016.608972089,1773670162.9414527
0.1159,0.4736543909348442,0.16486385464668274,209,0.0001591959798994975,208,2034.352425393,1773670180.6847875
0.1744,0.47592067988668557,0.223991259932518,210,0.00015899497487437188,209,2044.012609013,1773670190.3449273
0.1856,0.484985835694051,0.21857281029224396,214,0.00015819095477386937,213,2084.077360648,1773670230.4098306
0.1259,0.48725212464589235,0.15941773355007172,215,0.00015798994974874372,214,2095.417405489,1773670241.7498944
0.2057,0.48951841359773374,0.233991339802742,216,0.0001577889447236181,215,2104.23068768,1773670250.5630753
0.1678,0.4940509915014164,0.2601839005947113,218,0.00015738693467336686,217,2122.73491643,1773670269.0672705
0.2457,0.4963172804532578,0.23761937022209167,219,0.0001571859296482412,218,2133.401009769,1773670279.733381
0.144,0.4985835694050991,0.2120959758758545,220,0.00015698492462311558,219,2142.012500034,1773670288.3448892
0.1693,0.5008498583569405,0.21487979590892792,221,0.00015678391959798995,220,2151.215838414,1773670297.5481026
0.1342,0.5053824362606232,0.2245890349149704,223,0.0001563819095477387,222,2169.067941775,1773670315.400424
0.1343,0.5121813031161473,0.22943760454654694,226,0.00015577889447236182,225,2199.5899642,1773670345.9224622
0.1072,0.5189801699716714,0.22295896708965302,229,0.00015517587939698494,228,2229.024289032,1773670375.356448
0.1496,0.5235127478753541,0.18990209698677063,231,0.00015477386934673368,230,2247.96103167,1773670394.2935102
0.1057,0.5257790368271955,0.18617083132266998,232,0.00015457286432160806,231,2259.258678055,1773670405.5910516
0.1629,0.5280453257790368,0.21733936667442322,233,0.0001543718592964824,232,2268.605942981,1773670414.9382133
0.1597,0.5303116147308782,0.23350244760513306,234,0.0001541708542713568,233,2277.568214042,1773670423.9006681
0.1571,0.5325779036827195,0.2508409023284912,235,0.00015396984924623117,234,2285.732458345,1773670432.0649383
0.1451,0.5371104815864023,0.18200603127479553,237,0.0001535678391959799,236,2304.993637484,1773670451.3260279
0.1623,0.541643059490085,0.30717727541923523,239,0.00015316582914572867,238,2325.322593877,1773670471.6551187
0.1459,0.5461756373937677,0.17539618909358978,241,0.00015276381909547739,240,2344.112417562,1773670490.444693
0.1203,0.5484419263456091,0.21414563059806824,242,0.00015256281407035176,241,2352.779713913,1773670499.1121898
0.12,0.5507082152974504,0.20294277369976044,243,0.00015236180904522613,242,2361.756084255,1773670508.0884697
0.1219,0.5552407932011332,0.19207268953323364,245,0.00015195979899497488,244,2382.319769627,1773670528.6521208
0.1431,0.5620396600566572,0.22946582734584808,248,0.000151356783919598,247,2410.589870336,1773670556.9221873
0.1811,0.5643059490084986,0.26045724749565125,249,0.00015115577889447237,248,2420.83067678,1773670567.1630766
0.2692,0.56657223796034,0.3255435526371002,250,0.00015095477386934674,249,2429.73658832,1773670576.0689774
0.1412,0.5711048158640226,0.19176438450813293,252,0.0001505527638190955,251,2452.359865114,1773670598.6922143
0.1178,0.5756373937677054,0.20389209687709808,254,0.00015015075376884423,253,2470.270408402,1773670616.6027865
0.1558,0.5869688385269122,0.24268899857997894,259,0.0001491457286432161,258,2513.058053768,1773670659.3905404
0.1739,0.5892351274787535,0.2630883455276489,260,0.00014894472361809047,259,2522.292423897,1773670668.6247404
0.1522,0.591501416430595,0.2084381878376007,261,0.00014874371859296482,260,2531.616554951,1773670677.948933
0.1696,0.5937677053824363,0.22056148946285248,262,0.0001485427135678392,261,2542.041043753,1773670688.3733332
0.2124,0.6028328611898017,0.19625478982925415,266,0.00014773869346733668,265,2585.42317673,1773670731.7556648
0.1014,0.6118980169971672,0.174080491065979,270,0.00014693467336683417,269,2624.787744808,1773670771.120231
0.2069,0.6141643059490085,0.24998918175697327,271,0.00014673366834170855,270,2634.304912069,1773670780.6374142
0.0932,0.6186968838526912,0.18681129813194275,273,0.0001463316582914573,272,2653.285434574,1773670799.6179454
0.0965,0.6209631728045326,0.15310987830162048,274,0.00014613065326633167,273,2663.901213787,1773670810.2337017
0.1199,0.623229461756374,0.22434866428375244,275,0.00014592964824120604,274,2673.256094614,1773670819.5885842
0.1393,0.6277620396600566,0.1707528829574585,277,0.00014552763819095479,276,2694.670413084,1773670841.0028846
0.1757,0.6345609065155807,0.24870768189430237,280,0.0001449246231155779,279,2722.820029531,1773670869.1525111
0.1449,0.6413597733711048,0.20152731239795685,283,0.000144321608040201,282,2750.883353196,1773670897.2158341
0.1288,0.6436260623229462,0.19860215485095978,284,0.00014412060301507537,283,2759.446346388,1773670905.7788382
0.1306,0.648158640226629,0.19166655838489532,286,0.00014371859296482411,285,2777.937108014,1773670924.2696073
0.1383,0.6617563739376771,0.19658228754997253,292,0.00014251256281407035,291,2834.354582344,1773670980.687074
0.1598,0.6640226628895184,0.21023957431316376,293,0.00014231155778894473,292,2843.348588762,1773670989.681078
0.1553,0.6662889518413597,0.21270175278186798,294,0.0001421105527638191,293,2855.06003937,1773671001.392527
0.1818,0.6821529745042493,0.2390337586402893,301,0.0001407035175879397,300,2932.120504605,1773671078.4529927
0.133,0.686685552407932,0.1871318817138672,303,0.00014030150753768846,302,2951.069503804,1773671097.401986
0.1311,0.6889518413597734,0.20729663968086243,304,0.0001401005025125628,303,2961.226478597,1773671107.5589564
0.1641,0.6912181303116147,0.24433551728725433,305,0.0001398994974874372,304,2971.533725892,1773671117.8662002
0.141,0.7070821529745043,0.25349029898643494,312,0.00013849246231155778,311,3040.292012411,1773671186.6245205
0.1172,0.7116147308781869,0.190921813249588,314,0.00013809045226130656,313,3059.546484582,1773671205.8788736
0.1363,0.718413597733711,0.20206114649772644,317,0.00013748743718592965,316,3087.452821251,1773671233.7853134
0.097,0.7206798866855524,0.1524861752986908,318,0.00013728643216080402,317,3098.499251986,1773671244.8317435
0.1589,0.7229461756373937,0.21598473191261292,319,0.0001370854271356784,318,3108.909271158,1773671255.241657
0.1554,0.7274787535410765,0.22439847886562347,321,0.00013668341708542714,320,3126.653243946,1773671272.9855874
0.134,0.7297450424929178,0.2116870880126953,322,0.00013648241206030151,321,3135.189897032,1773671281.5223012
0.1113,0.7320113314447592,0.15935750305652618,323,0.0001362814070351759,322,3146.094200527,1773671292.4265556
0.1219,0.7342776203966006,0.2029283195734024,324,0.00013608040201005026,323,3154.474672075,1773671300.8069682
0.1332,0.7365439093484419,0.19535334408283234,325,0.00013587939698492463,324,3163.317558785,1773671309.6499398
0.129,0.7388101983002833,0.15949082374572754,326,0.000135678391959799,325,3176.155929333,1773671322.4883173
0.1195,0.7410764872521246,0.1910487413406372,327,0.00013547738693467338,326,3185.102101333,1773671331.4339917
0.118,0.743342776203966,0.17380984127521515,328,0.00013527638190954775,327,3194.725285367,1773671341.05759
0.1501,0.75014164305949,0.24867670238018036,331,0.00013467336683417087,330,3222.172637584,1773671368.5049388
0.1678,0.7546742209631728,0.2393743097782135,333,0.0001342713567839196,332,3240.601845817,1773671386.934243
0.1689,0.7569405099150142,0.2078523188829422,334,0.00013407035175879396,333,3250.990841329,1773671397.3232236
0.2127,0.7660056657223796,0.3007938265800476,338,0.00013326633165829146,337,3289.338121404,1773671435.6704915
0.1044,0.7728045325779037,0.20519854128360748,341,0.00013266331658291457,340,3317.056793517,1773671463.3891816
0.1433,0.775070821529745,0.201917365193367,342,0.00013246231155778895,341,3328.503669991,1773671474.8360326
0.1036,0.7818696883852692,0.16344456374645233,345,0.00013185929648241207,344,3358.237007497,1773671504.569488
0.2353,0.7864022662889518,0.3543611168861389,347,0.0001314572864321608,346,3375.543588574,1773671521.8759897
0.1382,0.8,0.2569541037082672,353,0.00013025125628140705,352,3434.32812479,1773671580.6606083
0.1326,0.8022662889518414,0.1842721402645111,354,0.0001300502512562814,353,3443.199760372,1773671589.5321364
0.1681,0.8045325779036827,0.22661978006362915,355,0.00012984924623115577,354,3453.988560758,1773671600.3208718
0.0786,0.8113314447592068,0.15902596712112427,358,0.0001292462311557789,357,3485.037049693,1773671631.3695345
0.1717,0.8135977337110482,0.18863599002361298,359,0.00012904522613065326,358,3496.163658184,1773671642.4960308
0.1477,0.8181303116147309,0.23218177258968353,361,0.000128643216080402,360,3513.74554457,1773671660.0780363
0.1328,0.8203966005665723,0.21878410875797272,362,0.00012844221105527638,361,3523.0534727,1773671669.3858457
0.1636,0.8226628895184136,0.2932794988155365,363,0.00012824120603015075,362,3531.798958113,1773671678.131319
0.1377,0.8249291784702549,0.20575493574142456,364,0.00012804020100502515,363,3540.543326409,1773671686.875825
0.1042,0.8271954674220963,0.17147333920001984,365,0.0001278391959798995,364,3552.175548156,1773671698.5079165
0.1528,0.831728045325779,0.21824291348457336,367,0.00012743718592964824,366,3571.096498646,1773671717.4289072
0.1072,0.8385269121813032,0.1994248777627945,370,0.00012683417085427136,369,3601.064519176,1773671747.3969202
0.1609,0.8407932011331445,0.23196662962436676,371,0.00012663316582914574,370,3611.005048434,1773671757.337434
0.132,0.8453257790368272,0.23225201666355133,373,0.00012623115577889448,372,3629.391610852,1773671775.7239995
0.1247,0.8521246458923513,0.21829558908939362,376,0.0001256281407035176,375,3657.763098115,1773671804.0954483
0.2362,0.8611898016997167,0.31035086512565613,380,0.00012482412060301507,379,3696.253831555,1773671842.5860183
0.0993,0.8657223796033995,0.19741496443748474,382,0.00012442211055276384,381,3714.990551019,1773671861.3230412
0.0887,0.8679886685552408,0.16589049994945526,383,0.00012422110552763818,382,3725.179367093,1773671871.5118477
0.1504,0.8702549575070821,0.21014828979969025,384,0.00012402010050251256,383,3734.312446729,1773671880.6448362
0.1152,0.8747875354107649,0.1788465827703476,386,0.0001236180904522613,385,3753.288793351,1773671899.6212924
0.1263,0.8838526912181303,0.22520297765731812,390,0.0001228140703517588,389,3790.792087355,1773671937.1245701
0.1377,0.8861189801699717,0.20112869143486023,391,0.00012261306532663317,390,3801.312615413,1773671947.6449995
0.2098,0.8929178470254957,0.2338806390762329,394,0.00012201005025125629,393,3831.318219367,1773671977.6505866
0.1308,0.8997167138810198,0.2080155313014984,397,0.00012140703517587942,396,3858.025270283,1773672004.3576128
0.1786,0.9042492917847026,0.24073560535907745,399,0.00012100502512562815,398,3876.744953289,1773672023.077229
0.1026,0.9087818696883853,0.18616098165512085,401,0.00012060301507537688,400,3896.532322808,1773672042.864582
0.1544,0.9110481586402266,0.19924646615982056,402,0.00012040201005025127,401,3906.836300323,1773672053.1687753
0.1545,0.9178470254957507,0.22722677886486053,405,0.00011979899497487436,404,3936.11392231,1773672082.4463792
0.109,0.920113314447592,0.16194488108158112,406,0.00011959798994974876,405,3944.779366891,1773672091.111817
0.2344,0.9223796033994335,0.26487550139427185,407,0.00011939698492462312,406,3955.566061691,1773672101.8984315
0.1152,0.9246458923512748,0.17704856395721436,408,0.0001191959798994975,407,3965.209766685,1773672111.542242
0.0948,0.9314447592067989,0.1920066922903061,411,0.00011859296482412061,410,3994.314234968,1773672140.6466174
0.1297,0.9359773371104816,0.1947716623544693,413,0.00011819095477386935,412,4011.599608914,1773672157.932099
0.1438,0.9382436260623229,0.19395966827869415,414,0.00011798994974874373,413,4020.91412226,1773672167.2465997
0.1261,0.9405099150141643,0.23436595499515533,415,0.0001177889447236181,414,4028.798859808,1773672175.1313572
0.088,0.9427762039660057,0.1737734079360962,416,0.00011758793969849247,415,4038.096603834,1773672184.4289832
0.172,0.9495750708215297,0.24000951647758484,419,0.00011698492462311558,418,4065.993696837,1773672212.3261008
0.126,0.9563739376770538,0.22913816571235657,422,0.00011638190954773872,421,4093.951193017,1773672240.2835712
0.1699,0.9586402266288951,0.2592918872833252,423,0.00011618090452261308,422,4103.946724953,1773672250.2790992
0.112,0.9609065155807366,0.1715538501739502,424,0.00011597989949748745,423,4113.009175225,1773672259.3415575
0.0896,0.9654390934844193,0.1778341382741928,426,0.00011557788944723618,425,4129.580527217,1773672275.9130106
0.2608,0.969971671388102,0.2683524787425995,428,0.00011517587939698493,427,4148.586927367,1773672294.9194112
0.177,0.9745042492917847,0.28007543087005615,430,0.00011477386934673366,429,4166.688972104,1773672313.0213468
0.2233,0.976770538243626,0.24271392822265625,431,0.00011457286432160806,430,4176.213340492,1773672322.545716
0.1134,0.9790368271954675,0.1923707276582718,432,0.00011437185929648242,431,4184.781592194,1773672331.1140788
0.1016,1.0,0.2543308138847351,442,0.00011236180904522614,441,4292.807392847,1773672439.1398745
0.0973,1.0045325779036827,0.1643253117799759,444,0.00011195979899497488,443,4312.187755517,1773672458.5201154
0.1012,1.006798866855524,0.16907738149166107,445,0.00011175879396984925,444,4322.681414309,1773672469.013773
0.1737,1.0090651558073653,0.2988568842411041,446,0.00011155778894472361,445,4332.060465177,1773672478.3928676
0.1711,1.0135977337110482,0.22117018699645996,448,0.00011115577889447237,447,4352.912753598,1773672499.2451088
0.1273,1.0203966005665723,0.1908734291791916,451,0.00011055276381909548,450,4379.769940354,1773672526.1024199
0.1194,1.0226628895184136,0.19446076452732086,452,0.00011035175879396986,451,4388.414252893,1773672534.7467127
0.1185,1.0271954674220962,0.16617237031459808,454,0.0001099497487437186,453,4409.168514316,1773672555.5009992
0.1105,1.0294617563739377,0.21844987571239471,455,0.00010974874371859296,454,4416.971421216,1773672563.3039017
0.0908,1.031728045325779,0.1989477276802063,456,0.00010954773869346736,455,4425.073954665,1773672571.4064765
0.0782,1.0339943342776203,0.15621410310268402,457,0.00010934673366834172,456,4435.86110472,1773672582.1935883
0.1075,1.0362606232294618,0.16575443744659424,458,0.00010914572864321609,457,4444.67392526,1773672591.0064194
0.0926,1.0385269121813032,0.15979042649269104,459,0.00010894472361809045,458,4454.333920167,1773672600.6664035
0.1142,1.0407932011331444,0.23949579894542694,460,0.00010874371859296483,459,4463.556864265,1773672609.889343
0.1257,1.045325779036827,0.19884346425533295,462,0.00010834170854271357,461,4481.977522212,1773672628.3100016
0.1381,1.0475920679886686,0.21617713570594788,463,0.00010814070351758794,462,4491.435278699,1773672637.7677846
0.0959,1.0611898016997168,0.16977326571941376,469,0.00010693467336683418,468,4549.964954288,1773672696.2974505
0.1173,1.0679886685552409,0.23327785730361938,472,0.00010633165829145728,471,4577.642167463,1773672723.9746494
0.1164,1.070254957507082,0.20002928376197815,473,0.00010613065326633167,472,4587.660608573,1773672733.9930856
0.0808,1.0861189801699718,0.1832202970981598,480,0.00010472361809045225,479,4649.888026368,1773672796.2205086
0.1191,1.088385269121813,0.18406306207180023,481,0.00010452261306532664,480,4660.093997511,1773672806.4264765
0.1304,1.0906515580736544,0.2279372215270996,482,0.00010432160804020101,481,4669.206632297,1773672815.539126
0.1149,1.0997167138810198,0.21853691339492798,486,0.0001035175879396985,485,4707.680486694,1773672854.0128953
0.0791,1.1019830028328612,0.15433526039123535,487,0.00010331658291457286,486,4718.052574217,1773672864.3849635
0.0958,1.1065155807365439,0.2844283878803253,489,0.00010291457286432162,488,4739.771914181,1773672886.1044245
0.1058,1.1110481586402265,0.2498268038034439,491,0.00010251256281407036,490,4757.278260301,1773672903.610747
0.1011,1.1223796033994335,0.21110042929649353,496,0.00010150753768844221,495,4804.316268146,1773672950.6487083
0.1169,1.1269121813031162,0.234503835439682,498,0.00010110552763819097,497,4826.820259094,1773672973.1527283
0.1292,1.1291784702549574,0.20358949899673462,499,0.00010090452261306533,498,4836.870434781,1773672983.202886
0.085,1.1405099150141642,0.20955656468868256,504,9.989949748743719e-05,503,4886.305688466,1773673032.6381416
0.1146,1.1427762039660057,0.1861998736858368,505,9.969849246231156e-05,504,4897.445672926,1773673043.7781591
0.1587,1.145042492917847,0.21081092953681946,506,9.949748743718594e-05,505,4906.23563345,1773673052.5681276
0.1328,1.1473087818696883,0.24741627275943756,507,9.929648241206031e-05,506,4914.406916839,1773673060.7394042
0.0957,1.1518413597733712,0.22031444311141968,509,9.889447236180906e-05,508,4932.847378011,1773673079.1798525
0.1386,1.1541076487252124,0.2625868618488312,510,9.869346733668342e-05,509,4941.847888554,1773673088.180356
0.196,1.1609065155807365,0.19029434025287628,513,9.809045226130655e-05,512,4973.780673194,1773673120.1131613
0.126,1.1677053824362607,0.21289686858654022,516,9.748743718592965e-05,515,5001.710194689,1773673148.0426757
0.1088,1.18356940509915,0.2298058718442917,523,9.608040201005025e-05,522,5066.668604555,1773673213.0009882
0.1153,1.1903682719546742,0.20771139860153198,526,9.547738693467337e-05,525,5098.117793195,1773673244.4502792
0.0802,1.1926345609065157,0.21244558691978455,527,9.527638190954774e-05,526,5106.803336441,1773673253.13583
0.0876,1.1994334277620395,0.2061862051486969,530,9.467336683417086e-05,529,5140.015494845,1773673286.347954
0.0795,1.201699716713881,0.22120614349842072,531,9.447236180904523e-05,530,5149.926363437,1773673296.258854
0.0864,1.2039660056657224,0.18888482451438904,532,9.427135678391961e-05,531,5159.337074401,1773673305.6695542
0.1378,1.2107648725212465,0.19735677540302277,535,9.366834170854271e-05,534,5188.183613833,1773673334.5159945
0.119,1.2130311614730878,0.2564562261104584,536,9.34673366834171e-05,535,5196.244010226,1773673342.5763843
0.1212,1.2198300283286119,0.22519776225090027,539,9.28643216080402e-05,538,5223.696739018,1773673370.0292149
0.0863,1.2220963172804533,0.18556877970695496,540,9.266331658291458e-05,539,5233.989315155,1773673380.321703
0.0908,1.2243626062322945,0.18576224148273468,541,9.246231155778895e-05,540,5244.344640879,1773673390.6769698
0.0992,1.226628895184136,0.18764661252498627,542,9.226130653266331e-05,541,5253.796972424,1773673400.129481
0.0987,1.2288951841359774,0.21152862906455994,543,9.20603015075377e-05,542,5262.8225153,1773673409.1550014
